date,magasin,categorie,produit,quantite,prix_unitaire,cout_unitaire,paiement,ca_ttc,marge
2025-01-07,Auch,Cadeaux,Carnet cuir,1,12.17,4.91,CB,12.17,7.26
2025-01-07,Auch,Textile,Nappe coton,1,32.98,14.45,CB,32.98,18.53
2025-01-07,Auch,Papeterie,Carte postale,1,8.31,4.2,CB,8.31,4.11
2025-01-07,Auch,Cuisine,Bol émaillé,1,22.61,11.66,Sans contact,22.61,10.95
2025-01-07,Auch,Cuisine,Théière fonte,3,21.16,11.07,Sans contact,63.48,30.27
2025-01-07,Auch,Cuisine,Set torchons,1,23.96,13.11,CB,23.96,10.85
2025-01-07,Auch,Décoration,Vase céramique,1,34.64,14.85,Espèces,34.64,19.79
2025-01-07,Auch,Cadeaux,Bougie voyage,2,16.31,6.51,CB,32.62,19.6
2025-01-07,Auch,Cadeaux,Carnet cuir,1,18.87,7.48,Sans contact,18.87,11.39
2025-01-07,Auch,Décoration,Cadre photo,1,26.79,12.36,CB,26.79,14.43
2025-01-07,Auch,Textile,Tapis tissé,2,32.26,15.1,CB,64.52,34.32
2025-01-07,Montauban,Décoration,Coussin lin,1,35.62,17.85,Espèces,35.62,17.77
2025-01-07,Montauban,Décoration,Bougie parfumée,1,27.52,11.73,CB,27.52,15.79
2025-01-07,Montauban,Cuisine,Bol émaillé,1,18.74,9.3,Espèces,18.74,9.44
2025-01-07,Montauban,Décoration,Coussin lin,2,29.4,12.37,CB,58.8,34.06
2025-01-07,Montauban,Textile,Serviettes (x4),1,42.14,20.44,Espèces,42.14,21.7
2025-01-07,Montauban,Cadeaux,Coffret thé,1,18.31,6.96,CB,18.31,11.35
2025-01-07,Montauban,Cuisine,Mug grès,1,28.79,15.2,CB,28.79,13.59
2025-01-07,Montauban,Décoration,Cadre photo,2,33.58,13.71,CB,67.16,39.74
2025-01-07,Montauban,Textile,Plaid laine,2,38.93,18.27,Espèces,77.86,41.32
2025-01-07,Montauban,Cuisine,Planche à découper,2,22.23,10.45,Sans contact,44.46,23.56
2025-01-08,Toulouse,Cadeaux,Mini plante,1,13.42,5.44,CB,13.42,7.98
2025-01-08,Toulouse,Décoration,Miroir rond,3,41.2,18.99,Espèces,123.6,66.63
2025-01-08,Toulouse,Cadeaux,Carnet cuir,1,23.57,9.73,Sans contact,23.57,13.84
2025-01-08,Toulouse,Cuisine,Théière fonte,3,35.34,18.17,Sans contact,106.02,51.51
2025-01-08,Toulouse,Décoration,Cadre photo,1,29.4,13.61,CB,29.4,15.79
2025-01-08,Toulouse,Textile,Rideau lin,1,58.24,27.13,CB,58.24,31.11
2025-01-08,Toulouse,Décoration,Cadre photo,1,26.88,10.86,Sans contact,26.88,16.02
2025-01-08,Toulouse,Textile,Plaid laine,1,51.48,25.0,CB,51.48,26.48
2025-01-08,Toulouse,Décoration,Vase céramique,1,39.95,17.83,Sans contact,39.95,22.12
2025-01-08,Toulouse,Décoration,Cadre photo,1,41.14,19.82,Sans contact,41.14,21.32
2025-01-08,Toulouse,Papeterie,Marque-page,1,10.64,5.5,CB,10.64,5.14
2025-01-08,Toulouse,Décoration,Coussin lin,1,33.08,14.0,Sans contact,33.08,19.08
2025-01-08,Toulouse,Cuisine,Planche à découper,1,31.23,17.4,CB,31.23,13.83
2025-01-08,Toulouse,Décoration,Vase céramique,1,33.77,13.67,Espèces,33.77,20.1
2025-01-08,Toulouse,Textile,Nappe coton,2,47.65,23.49,CB,95.3,48.32
2025-01-08,Toulouse,Cuisine,Bol émaillé,1,16.89,8.53,CB,16.89,8.36
2025-01-08,Toulouse,Cuisine,Bol émaillé,2,25.36,12.82,CB,50.72,25.08
2025-01-08,Toulouse,Papeterie,Carte postale,2,11.5,5.76,Sans contact,23.0,11.48
2025-01-08,Toulouse,Papeterie,Carnet A5,3,11.16,5.72,CB,33.48,16.32
2025-01-08,Toulouse,Cadeaux,Coffret thé,1,9.34,3.93,CB,9.34,5.41
2025-01-08,Toulouse,Cadeaux,Mini plante,1,16.62,6.01,CB,16.62,10.61
2025-01-08,Toulouse,Cuisine,Set torchons,1,24.7,13.4,CB,24.7,11.3
2025-01-08,Auch,Décoration,Bougie parfumée,1,24.9,10.72,CB,24.9,14.18
2025-01-08,Auch,Cadeaux,Coffret thé,2,11.02,4.46,Sans contact,22.04,13.12
2025-01-08,Auch,Cuisine,Planche à découper,1,16.92,8.54,Sans contact,16.92,8.38
2025-01-08,Auch,Cuisine,Planche à découper,1,20.68,11.01,CB,20.68,9.67
2025-01-08,Auch,Décoration,Vase céramique,1,26.57,11.82,CB,26.57,14.75
2025-01-08,Auch,Décoration,Miroir rond,1,21.85,8.9,CB,21.85,12.95
2025-01-08,Auch,Décoration,Miroir rond,1,31.33,13.7,CB,31.33,17.63
2025-01-08,Auch,Textile,Nappe coton,1,34.12,15.75,CB,34.12,18.37
2025-01-08,Auch,Décoration,Cadre photo,2,30.83,14.03,Espèces,61.66,33.6
2025-01-08,Auch,Cadeaux,Bougie voyage,1,17.09,6.65,Sans contact,17.09,10.44
2025-01-08,Auch,Décoration,Bougie parfumée,1,25.35,11.55,CB,25.35,13.8
2025-01-08,Auch,Papeterie,Carnet A5,2,6.48,3.34,CB,12.96,6.28
2025-01-08,Auch,Papeterie,Carnet A5,1,9.06,4.57,CB,9.06,4.49
2025-01-08,Auch,Décoration,Cadre photo,1,31.27,13.52,CB,31.27,17.75
2025-01-08,Montauban,Cuisine,Set torchons,2,26.44,13.89,CB,52.88,25.1
2025-01-08,Montauban,Papeterie,Stylo plume,1,10.07,5.06,CB,10.07,5.01
2025-01-08,Montauban,Textile,Plaid laine,1,47.18,22.98,CB,47.18,24.2
2025-01-08,Montauban,Cuisine,Planche à découper,1,20.7,10.23,Espèces,20.7,10.47
2025-01-08,Montauban,Décoration,Miroir rond,1,32.59,15.23,CB,32.59,17.36
2025-01-08,Montauban,Décoration,Coussin lin,2,34.11,14.97,Espèces,68.22,38.28
2025-01-08,Montauban,Cadeaux,Savon artisanal,3,14.46,6.28,CB,43.38,24.54
2025-01-08,Montauban,Cuisine,Théière fonte,1,23.25,12.07,Sans contact,23.25,11.18
2025-01-08,Montauban,Décoration,Cadre photo,1,30.03,12.18,CB,30.03,17.85
2025-01-08,Montauban,Décoration,Bougie parfumée,1,24.59,11.1,CB,24.59,13.49
2025-01-08,Montauban,Cuisine,Planche à découper,1,25.76,12.62,Sans contact,25.76,13.14
2025-01-08,Montauban,Papeterie,Stylo plume,1,8.85,4.29,Sans contact,8.85,4.56
2025-01-09,Toulouse,Papeterie,Stickers,2,11.88,6.17,CB,23.76,11.42
2025-01-09,Toulouse,Papeterie,Carte postale,2,13.23,6.05,Espèces,26.46,14.36
2025-01-09,Toulouse,Décoration,Vase céramique,2,34.95,16.83,Sans contact,69.9,36.24
2025-01-09,Toulouse,Décoration,Miroir rond,1,39.39,18.53,CB,39.39,20.86
2025-01-09,Toulouse,Cuisine,Planche à découper,2,26.31,13.75,Sans contact,52.62,25.12
2025-01-09,Toulouse,Cuisine,Bol émaillé,1,27.82,14.52,CB,27.82,13.3
2025-01-09,Toulouse,Décoration,Bougie parfumée,1,51.42,23.63,Sans contact,51.42,27.79
2025-01-09,Toulouse,Décoration,Miroir rond,3,34.3,14.82,CB,102.9,58.44
2025-01-09,Toulouse,Textile,Serviettes (x4),2,53.01,27.05,CB,106.02,51.92
2025-01-09,Toulouse,Papeterie,Stickers,1,11.08,5.35,Espèces,11.08,5.73
2025-01-09,Toulouse,Cadeaux,Coffret thé,1,19.34,7.71,Espèces,19.34,11.63
2025-01-09,Toulouse,Décoration,Bougie parfumée,1,38.29,17.52,Espèces,38.29,20.77
2025-01-09,Toulouse,Cadeaux,Bougie voyage,1,17.93,6.83,Sans contact,17.93,11.1
2025-01-09,Toulouse,Cuisine,Planche à découper,2,30.75,16.99,CB,61.5,27.52
2025-01-09,Toulouse,Papeterie,Stickers,1,8.97,4.29,CB,8.97,4.68
2025-01-09,Toulouse,Cuisine,Planche à découper,1,29.26,15.58,CB,29.26,13.68
2025-01-09,Toulouse,Décoration,Vase céramique,1,34.33,15.63,CB,34.33,18.7
2025-01-09,Toulouse,Papeterie,Stickers,1,10.38,5.07,CB,10.38,5.31
2025-01-09,Toulouse,Textile,Tapis tissé,1,52.01,23.72,CB,52.01,28.29
2025-01-09,Toulouse,Cuisine,Mug grès,1,26.7,13.73,CB,26.7,12.97
2025-01-09,Toulouse,Textile,Plaid laine,1,44.54,22.03,Sans contact,44.54,22.51
2025-01-09,Toulouse,Textile,Plaid laine,1,49.62,23.3,Espèces,49.62,26.32
2025-01-09,Toulouse,Papeterie,Stickers,1,12.76,6.1,CB,12.76,6.66
2025-01-09,Toulouse,Cadeaux,Coffret thé,2,18.28,7.35,Espèces,36.56,21.86
2025-01-09,Toulouse,Cadeaux,Carnet cuir,2,17.74,7.18,Espèces,35.48,21.12
2025-01-09,Auch,Papeterie,Marque-page,1,6.78,3.6,Espèces,6.78,3.18
2025-01-09,Auch,Textile,Tapis tissé,1,42.11,19.59,Espèces,42.11,22.52
2025-01-09,Auch,Décoration,Coussin lin,2,34.84,15.61,CB,69.68,38.46
2025-01-09,Auch,Cuisine,Mug grès,1,25.62,13.54,CB,25.62,12.08
2025-01-09,Auch,Textile,Tapis tissé,1,20.6,9.96,CB,20.6,10.64
2025-01-09,Auch,Cuisine,Théière fonte,1,24.67,12.69,CB,24.67,11.98
2025-01-09,Auch,Papeterie,Stickers,1,6.51,3.4,CB,6.51,3.11
2025-01-09,Auch,Papeterie,Carnet A5,1,6.24,3.03,CB,6.24,3.21
2025-01-09,Montauban,Cadeaux,Savon artisanal,1,19.49,8.07,CB,19.49,11.42
2025-01-09,Montauban,Textile,Plaid laine,1,28.62,14.52,Espèces,28.62,14.1
2025-01-09,Montauban,Décoration,Vase céramique,2,37.34,16.17,CB,74.68,42.34
2025-01-09,Montauban,Décoration,Miroir rond,2,29.18,11.32,CB,58.36,35.72
2025-01-09,Montauban,Cuisine,Planche à découper,1,32.36,17.91,CB,32.36,14.45
2025-01-09,Montauban,Cadeaux,Mini plante,1,18.9,7.58,Espèces,18.9,11.32
2025-01-09,Montauban,Textile,Tapis tissé,1,42.92,20.32,CB,42.92,22.6
2025-01-09,Montauban,Cuisine,Planche à découper,1,28.93,13.25,CB,28.93,15.68
2025-01-09,Montauban,Papeterie,Stylo plume,1,9.27,4.43,CB,9.27,4.84
2025-01-09,Montauban,Décoration,Miroir rond,1,31.81,14.38,Sans contact,31.81,17.43
2025-01-09,Montauban,Décoration,Bougie parfumée,1,36.86,16.43,CB,36.86,20.43
2025-01-09,Montauban,Décoration,Miroir rond,3,36.68,16.36,CB,110.04,60.96
2025-01-09,Montauban,Décoration,Bougie parfumée,2,35.75,16.06,Sans contact,71.5,39.38
2025-01-10,Toulouse,Textile,Rideau lin,1,48.68,25.2,Espèces,48.68,23.48
2025-01-10,Toulouse,Papeterie,Carte postale,1,11.24,6.04,CB,11.24,5.2
2025-01-10,Toulouse,Textile,Rideau lin,2,38.69,17.55,CB,77.38,42.28
2025-01-10,Toulouse,Cadeaux,Bougie voyage,1,19.38,7.95,Espèces,19.38,11.43
2025-01-10,Toulouse,Textile,Plaid laine,2,45.28,22.59,Espèces,90.56,45.38
2025-01-10,Toulouse,Cuisine,Théière fonte,1,24.55,13.19,CB,24.55,11.36
2025-01-10,Toulouse,Cadeaux,Mini plante,1,13.39,4.91,CB,13.39,8.48
2025-01-10,Toulouse,Cuisine,Théière fonte,1,25.4,12.78,Espèces,25.4,12.62
2025-01-10,Toulouse,Textile,Rideau lin,1,54.12,25.07,Espèces,54.12,29.05
2025-01-10,Toulouse,Textile,Plaid laine,1,32.36,15.26,Sans contact,32.36,17.1
2025-01-10,Toulouse,Textile,Tapis tissé,1,38.54,16.92,Espèces,38.54,21.62
2025-01-10,Toulouse,Cadeaux,Savon artisanal,1,17.92,7.39,Sans contact,17.92,10.53
2025-01-10,Toulouse,Cadeaux,Carnet cuir,1,19.65,7.69,CB,19.65,11.96
2025-01-10,Toulouse,Décoration,Vase céramique,1,32.98,16.19,CB,32.98,16.79
2025-01-10,Toulouse,Cuisine,Planche à découper,1,22.54,11.58,Sans contact,22.54,10.96
2025-01-10,Toulouse,Décoration,Coussin lin,1,30.29,14.31,Sans contact,30.29,15.98
2025-01-10,Toulouse,Papeterie,Marque-page,1,11.41,5.92,Sans contact,11.41,5.49
2025-01-10,Toulouse,Cuisine,Mug grès,2,25.32,13.71,CB,50.64,23.22
2025-01-10,Toulouse,Décoration,Vase céramique,2,40.38,17.8,Espèces,80.76,45.16
2025-01-10,Toulouse,Cuisine,Bol émaillé,1,18.45,8.99,Sans contact,18.45,9.46
2025-01-10,Toulouse,Décoration,Cadre photo,1,28.92,12.51,CB,28.92,16.41
2025-01-10,Toulouse,Textile,Serviettes (x4),2,46.13,21.66,Sans contact,92.26,48.94
2025-01-10,Toulouse,Papeterie,Stylo plume,1,8.66,3.89,Espèces,8.66,4.77
2025-01-10,Toulouse,Textile,Rideau lin,1,61.04,29.62,CB,61.04,31.42
2025-01-10,Toulouse,Décoration,Vase céramique,1,36.04,16.91,CB,36.04,19.13
2025-01-10,Toulouse,Décoration,Vase céramique,3,36.79,15.97,CB,110.37,62.46
2025-01-10,Auch,Cuisine,Set torchons,1,23.48,12.77,Espèces,23.48,10.71
2025-01-10,Auch,Cuisine,Bol émaillé,1,20.41,11.52,Espèces,20.41,8.89
2025-01-10,Auch,Papeterie,Marque-page,1,8.28,4.14,Sans contact,8.28,4.14
2025-01-10,Auch,Textile,Plaid laine,2,34.61,16.44,Sans contact,69.22,36.34
2025-01-10,Auch,Décoration,Miroir rond,1,32.34,14.28,CB,32.34,18.06
2025-01-10,Auch,Décoration,Bougie parfumée,2,31.61,14.33,Espèces,63.22,34.56
2025-01-10,Auch,Décoration,Cadre photo,2,24.29,10.04,CB,48.58,28.5
2025-01-10,Auch,Papeterie,Carte postale,1,8.69,4.52,Sans contact,8.69,4.17
2025-01-10,Montauban,Textile,Serviettes (x4),2,27.91,13.11,CB,55.82,29.6
2025-01-10,Montauban,Cadeaux,Coffret thé,1,11.2,4.8,Sans contact,11.2,6.4
2025-01-10,Montauban,Papeterie,Stylo plume,2,9.07,4.92,Sans contact,18.14,8.3
2025-01-10,Montauban,Textile,Plaid laine,1,43.16,21.2,CB,43.16,21.96
2025-01-10,Montauban,Décoration,Cadre photo,2,40.49,18.15,CB,80.98,44.68
2025-01-10,Montauban,Cuisine,Planche à découper,2,29.47,14.56,Espèces,58.94,29.82
2025-01-10,Montauban,Cadeaux,Carnet cuir,2,19.1,8.02,Sans contact,38.2,22.16
2025-01-10,Montauban,Cadeaux,Bougie voyage,2,20.02,8.87,CB,40.04,22.3
2025-01-10,Montauban,Cadeaux,Mini plante,1,12.79,5.43,CB,12.79,7.36
2025-01-10,Montauban,Textile,Rideau lin,2,36.08,17.24,CB,72.16,37.68
2025-01-10,Montauban,Décoration,Vase céramique,2,26.83,11.95,CB,53.66,29.76
2025-01-10,Montauban,Textile,Nappe coton,1,45.93,21.61,CB,45.93,24.32
2025-01-10,Montauban,Textile,Rideau lin,1,39.95,18.44,Espèces,39.95,21.51
2025-01-11,Toulouse,Cadeaux,Savon artisanal,1,18.64,7.96,CB,18.64,10.68
2025-01-11,Toulouse,Textile,Plaid laine,1,45.65,20.83,CB,45.65,24.82
2025-01-11,Toulouse,Papeterie,Stylo plume,1,12.6,6.23,Sans contact,12.6,6.37
2025-01-11,Toulouse,Textile,Serviettes (x4),1,50.87,23.23,Espèces,50.87,27.64
2025-01-11,Toulouse,Cuisine,Set torchons,1,35.75,18.86,Sans contact,35.75,16.89
2025-01-11,Toulouse,Décoration,Coussin lin,2,24.23,10.45,CB,48.46,27.56
2025-01-11,Toulouse,Papeterie,Carte postale,1,8.58,4.39,CB,8.58,4.19
2025-01-11,Toulouse,Cuisine,Mug grès,1,25.87,13.17,CB,25.87,12.7
2025-01-11,Toulouse,Cuisine,Set torchons,1,27.5,14.79,CB,27.5,12.71
2025-01-11,Toulouse,Décoration,Coussin lin,1,40.01,18.33,Espèces,40.01,21.68
2025-01-11,Toulouse,Textile,Serviettes (x4),1,49.76,23.62,CB,49.76,26.14
2025-01-11,Toulouse,Cadeaux,Coffret thé,1,15.16,5.53,CB,15.16,9.63
2025-01-11,Toulouse,Décoration,Vase céramique,1,28.32,12.7,Sans contact,28.32,15.62
2025-01-11,Toulouse,Cadeaux,Mini plante,1,24.26,9.77,Espèces,24.26,14.49
2025-01-11,Toulouse,Papeterie,Marque-page,1,8.28,4.39,CB,8.28,3.89
2025-01-11,Toulouse,Textile,Plaid laine,3,49.31,24.03,Sans contact,147.93,75.84
2025-01-11,Toulouse,Papeterie,Carnet A5,1,10.21,5.07,CB,10.21,5.14
2025-01-11,Toulouse,Décoration,Vase céramique,1,37.87,16.12,Espèces,37.87,21.75
2025-01-11,Toulouse,Cuisine,Planche à découper,1,28.49,14.54,Sans contact,28.49,13.95
2025-01-11,Toulouse,Cuisine,Planche à découper,1,36.75,17.99,Sans contact,36.75,18.76
2025-01-11,Toulouse,Cadeaux,Coffret thé,1,20.6,7.85,Sans contact,20.6,12.75
2025-01-11,Toulouse,Papeterie,Carte postale,1,12.94,6.68,CB,12.94,6.26
2025-01-11,Toulouse,Décoration,Miroir rond,1,44.48,19.55,CB,44.48,24.93
2025-01-11,Toulouse,Papeterie,Stylo plume,1,8.39,4.11,Espèces,8.39,4.28
2025-01-11,Toulouse,Décoration,Miroir rond,2,28.87,13.21,Espèces,57.74,31.32
2025-01-11,Toulouse,Décoration,Cadre photo,3,32.2,14.1,CB,96.6,54.3
2025-01-11,Toulouse,Décoration,Coussin lin,1,24.74,11.59,CB,24.74,13.15
2025-01-11,Toulouse,Cadeaux,Bougie voyage,1,22.85,9.07,CB,22.85,13.78
2025-01-11,Auch,Cadeaux,Savon artisanal,1,13.25,5.12,Espèces,13.25,8.13
2025-01-11,Auch,Décoration,Cadre photo,2,30.79,13.86,CB,61.58,33.86
2025-01-11,Auch,Cuisine,Planche à découper,2,27.35,13.66,Espèces,54.7,27.38
2025-01-11,Auch,Cuisine,Théière fonte,1,24.23,12.44,CB,24.23,11.79
2025-01-11,Auch,Décoration,Cadre photo,1,33.83,14.48,Sans contact,33.83,19.35
2025-01-11,Auch,Décoration,Cadre photo,1,37.75,17.22,CB,37.75,20.53
2025-01-11,Auch,Décoration,Coussin lin,1,26.91,11.79,CB,26.91,15.12
2025-01-11,Auch,Décoration,Bougie parfumée,1,21.22,9.91,CB,21.22,11.31
2025-01-11,Auch,Décoration,Cadre photo,1,32.3,14.54,CB,32.3,17.76
2025-01-11,Auch,Papeterie,Carnet A5,1,10.91,6.14,CB,10.91,4.77
2025-01-11,Auch,Papeterie,Carte postale,1,6.65,3.31,Sans contact,6.65,3.34
2025-01-11,Auch,Décoration,Bougie parfumée,1,35.0,15.62,Sans contact,35.0,19.38
2025-01-11,Montauban,Décoration,Cadre photo,1,36.53,16.31,CB,36.53,20.22
2025-01-11,Montauban,Cadeaux,Carnet cuir,1,18.79,8.11,CB,18.79,10.68
2025-01-11,Montauban,Décoration,Vase céramique,1,26.87,12.47,Espèces,26.87,14.4
2025-01-11,Montauban,Cuisine,Bol émaillé,1,19.31,10.3,Espèces,19.31,9.01
2025-01-11,Montauban,Papeterie,Stickers,1,6.01,2.84,CB,6.01,3.17
2025-01-11,Montauban,Décoration,Miroir rond,1,19.08,8.36,CB,19.08,10.72
2025-01-11,Montauban,Décoration,Miroir rond,2,37.15,17.67,Sans contact,74.3,38.96
2025-01-11,Montauban,Décoration,Cadre photo,1,34.95,15.42,CB,34.95,19.53
2025-01-11,Montauban,Cuisine,Bol émaillé,1,23.59,11.88,Sans contact,23.59,11.71
2025-01-11,Montauban,Papeterie,Carnet A5,1,7.04,3.53,CB,7.04,3.51
2025-01-11,Montauban,Cuisine,Théière fonte,1,17.92,9.07,Espèces,17.92,8.85
2025-01-11,Montauban,Décoration,Bougie parfumée,1,38.58,16.32,Espèces,38.58,22.26
2025-01-11,Montauban,Cadeaux,Savon artisanal,1,18.0,7.33,CB,18.0,10.67
2025-01-11,Montauban,Textile,Tapis tissé,1,53.18,26.69,CB,53.18,26.49
2025-01-11,Montauban,Décoration,Bougie parfumée,2,28.29,13.3,CB,56.58,29.98
2025-01-11,Montauban,Textile,Tapis tissé,1,30.28,13.99,Sans contact,30.28,16.29
2025-01-11,Montauban,Décoration,Miroir rond,1,27.65,11.34,CB,27.65,16.31
2025-01-11,Montauban,Cadeaux,Bougie voyage,1,15.57,6.62,Sans contact,15.57,8.95
2025-01-12,Toulouse,Cadeaux,Carnet cuir,1,22.27,9.43,CB,22.27,12.84
2025-01-12,Toulouse,Cuisine,Bol émaillé,1,26.14,12.15,Espèces,26.14,13.99
2025-01-12,Toulouse,Cuisine,Set torchons,2,28.52,13.89,CB,57.04,29.26
2025-01-12,Toulouse,Cadeaux,Coffret thé,1,17.96,6.61,Sans contact,17.96,11.35
2025-01-12,Toulouse,Cadeaux,Mini plante,1,20.58,8.21,CB,20.58,12.37
2025-01-12,Toulouse,Papeterie,Marque-page,1,10.57,5.08,Espèces,10.57,5.49
2025-01-12,Toulouse,Papeterie,Marque-page,1,10.18,5.04,Sans contact,10.18,5.14
2025-01-12,Toulouse,Textile,Nappe coton,1,42.3,21.91,CB,42.3,20.39
2025-01-12,Toulouse,Textile,Serviettes (x4),2,59.47,31.96,CB,118.94,55.02
2025-01-12,Toulouse,Cuisine,Set torchons,1,21.59,11.69,CB,21.59,9.9
2025-01-12,Toulouse,Papeterie,Carnet A5,2,14.01,6.91,CB,28.02,14.2
2025-01-12,Toulouse,Textile,Serviettes (x4),1,54.78,27.27,CB,54.78,27.51
2025-01-12,Toulouse,Textile,Nappe coton,1,46.98,21.91,CB,46.98,25.07
2025-01-12,Toulouse,Textile,Tapis tissé,2,49.14,22.96,Sans contact,98.28,52.36
2025-01-12,Toulouse,Papeterie,Carnet A5,1,11.1,5.5,CB,11.1,5.6
2025-01-12,Toulouse,Décoration,Cadre photo,1,41.67,17.96,Sans contact,41.67,23.71
2025-01-12,Toulouse,Textile,Plaid laine,1,35.82,18.13,Sans contact,35.82,17.69
2025-01-12,Toulouse,Cuisine,Bol émaillé,1,27.12,14.05,CB,27.12,13.07
2025-01-12,Toulouse,Textile,Plaid laine,1,41.92,19.75,CB,41.92,22.17
2025-01-12,Toulouse,Cuisine,Mug grès,1,32.02,17.48,CB,32.02,14.54
2025-01-12,Toulouse,Textile,Nappe coton,2,42.26,19.84,Sans contact,84.52,44.84
2025-01-12,Toulouse,Décoration,Vase céramique,1,34.71,15.78,Sans contact,34.71,18.93
2025-01-12,Toulouse,Décoration,Vase céramique,1,36.83,16.93,Sans contact,36.83,19.9
2025-01-12,Toulouse,Décoration,Miroir rond,1,42.49,17.62,Espèces,42.49,24.87
2025-01-12,Toulouse,Cadeaux,Savon artisanal,1,20.67,7.75,CB,20.67,12.92
2025-01-12,Toulouse,Décoration,Vase céramique,1,29.46,12.91,Sans contact,29.46,16.55
2025-01-12,Toulouse,Cuisine,Bol émaillé,1,23.1,12.59,Espèces,23.1,10.51
2025-01-12,Auch,Décoration,Coussin lin,1,38.27,18.37,Espèces,38.27,19.9
2025-01-12,Auch,Cadeaux,Carnet cuir,1,13.24,5.5,CB,13.24,7.74
2025-01-12,Auch,Décoration,Coussin lin,2,29.03,13.15,CB,58.06,31.76
2025-01-12,Auch,Décoration,Vase céramique,1,35.1,16.41,CB,35.1,18.69
2025-01-12,Auch,Décoration,Vase céramique,1,25.34,10.93,Espèces,25.34,14.41
2025-01-12,Auch,Textile,Tapis tissé,1,40.46,19.66,Sans contact,40.46,20.8
2025-01-12,Auch,Cadeaux,Savon artisanal,2,17.4,7.09,Sans contact,34.8,20.62
2025-01-12,Auch,Cuisine,Mug grès,1,19.18,9.41,CB,19.18,9.77
2025-01-12,Auch,Cadeaux,Coffret thé,1,17.77,7.04,Espèces,17.77,10.73
2025-01-12,Auch,Cuisine,Bol émaillé,1,22.59,11.97,Sans contact,22.59,10.62
2025-01-12,Auch,Cadeaux,Coffret thé,1,21.38,8.67,Espèces,21.38,12.71
2025-01-12,Auch,Décoration,Bougie parfumée,1,25.65,13.08,CB,25.65,12.57
2025-01-12,Auch,Décoration,Miroir rond,1,25.18,11.64,CB,25.18,13.54
2025-01-12,Auch,Cuisine,Bol émaillé,1,22.92,11.55,CB,22.92,11.37
2025-01-12,Auch,Décoration,Bougie parfumée,1,34.32,16.2,Sans contact,34.32,18.12
2025-01-12,Montauban,Cuisine,Bol émaillé,1,19.74,9.9,Espèces,19.74,9.84
2025-01-12,Montauban,Décoration,Vase céramique,1,24.12,10.46,CB,24.12,13.66
2025-01-12,Montauban,Cuisine,Mug grès,2,20.45,10.01,CB,40.9,20.88
2025-01-12,Montauban,Papeterie,Stylo plume,1,6.89,3.62,Espèces,6.89,3.27
2025-01-12,Montauban,Cadeaux,Coffret thé,1,17.01,6.95,Espèces,17.01,10.06
2025-01-12,Montauban,Décoration,Cadre photo,1,33.85,14.81,Espèces,33.85,19.04
2025-01-12,Montauban,Textile,Plaid laine,1,32.62,16.02,Espèces,32.62,16.6
2025-01-12,Montauban,Textile,Rideau lin,1,56.09,28.84,Sans contact,56.09,27.25
2025-01-12,Montauban,Cuisine,Théière fonte,2,25.1,12.46,CB,50.2,25.28
2025-01-12,Montauban,Papeterie,Carte postale,1,6.9,3.2,CB,6.9,3.7
2025-01-12,Montauban,Textile,Nappe coton,2,46.26,22.81,Espèces,92.52,46.9
2025-01-12,Montauban,Décoration,Vase céramique,1,37.24,17.69,CB,37.24,19.55
2025-01-12,Montauban,Cuisine,Planche à découper,1,26.1,13.0,Espèces,26.1,13.1
2025-01-12,Montauban,Cadeaux,Coffret thé,2,18.6,7.42,CB,37.2,22.36
2025-01-12,Montauban,Papeterie,Carte postale,1,9.55,5.17,CB,9.55,4.38
2025-01-12,Montauban,Textile,Nappe coton,1,40.77,19.89,CB,40.77,20.88
2025-01-12,Montauban,Cadeaux,Savon artisanal,1,9.09,3.58,Sans contact,9.09,5.51
2025-01-12,Montauban,Textile,Plaid laine,1,37.65,17.73,CB,37.65,19.92
2025-01-13,Toulouse,Cuisine,Planche à découper,1,25.61,13.83,Espèces,25.61,11.78
2025-01-13,Toulouse,Cuisine,Planche à découper,1,23.92,11.59,CB,23.92,12.33
2025-01-13,Toulouse,Cuisine,Set torchons,1,26.52,13.45,Sans contact,26.52,13.07
2025-01-13,Toulouse,Décoration,Miroir rond,1,40.91,18.35,CB,40.91,22.56
2025-01-13,Toulouse,Décoration,Miroir rond,2,50.46,23.82,Sans contact,100.92,53.28
2025-01-13,Toulouse,Papeterie,Stickers,1,11.25,5.34,CB,11.25,5.91
2025-01-13,Toulouse,Papeterie,Carte postale,1,10.03,5.29,Sans contact,10.03,4.74
2025-01-13,Toulouse,Décoration,Cadre photo,2,32.36,15.13,CB,64.72,34.46
2025-01-13,Toulouse,Textile,Rideau lin,2,52.45,25.53,Sans contact,104.9,53.84
2025-01-13,Toulouse,Papeterie,Marque-page,1,9.09,4.55,CB,9.09,4.54
2025-01-13,Auch,Décoration,Cadre photo,1,27.0,13.18,Sans contact,27.0,13.82
2025-01-13,Auch,Cuisine,Bol émaillé,1,20.7,10.86,CB,20.7,9.84
2025-01-13,Auch,Décoration,Coussin lin,2,30.98,13.38,Espèces,61.96,35.2
2025-01-13,Auch,Papeterie,Stickers,1,7.19,3.41,CB,7.19,3.78
2025-01-13,Auch,Décoration,Cadre photo,1,29.92,13.79,CB,29.92,16.13
2025-01-13,Montauban,Textile,Rideau lin,1,40.9,18.12,Espèces,40.9,22.78
2025-01-13,Montauban,Textile,Tapis tissé,3,35.62,16.86,Sans contact,106.86,56.28
